"Individual name","Song name","Syllable Number","Time Step","Frame Length","Maximum frequency","Windowing Method","Dynamic Range","Dynamic Equalization","Echo Tail","Echo Reduction",dy,Length,"Peak frequency Mean","Mean frequency Mean","Median frequency Mean","Fundamental frequency Mean","Peak frequency change Mean","Mean frequency change Mean","Median frequency change Mean","Fundamental frequency change Mean","Harmonicity Mean","Wiener entropy Mean","Frequency bandwidth Mean","Vibrato asymmetry Mean","Within-syllable gap","Between-syllable gap","Syllable repetitions per phrase",
R01_M_A,R01_20260614_011000_4_M,1,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,1212.0,866.6225924350248,1471.6122165684278,1295.592277541822,728.2506049701256,-1.1821892235093817E-4,-1.1821892235093817E-4,-1.1821892235093817E-4,-1.6516610772503265E-4,0.6602797580875684,146.4596989196216,2914.08908957302,46.56105610561056,2.0,27.0,false,
R01_M_A,R01_20260614_011000_4_M,2,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,629.0,490.341796875,670.075780054508,620.8566426391966,287.1556107936937,-8.52007940292811E-4,-8.52007940292811E-4,-8.52007940292811E-4,-8.30802891609556E-5,0.5229410587427745,185.1030306582878,1062.509765625,14.323809523809524,0.0,40.0,false,
R01_M_A,R01_20260614_011000_4_M,5,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,882.0,562.1294366022081,767.5455811103833,696.478119056166,363.4805319347249,-6.192666036060425E-4,-6.192666036060425E-4,-6.192666036060425E-4,5.2419277102424395E-5,0.5650253045737484,179.51095934134287,1371.0531822279759,21.567713015127108,1.0,56.75,true,
R01_M_A,R01_20260614_011000_4_M,1,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,1206.0,723.487056902985,1054.3903661673971,920.1114798846043,476.95205588352087,6.780562525483079E-5,6.780562525483079E-5,6.780562525483079E-5,5.911644319820603E-4,0.5670805023899271,161.89183625840738,2326.1572994402986,15.165837479270316,2.0,61.5,false,
R01_M_A,R01_20260614_011000_4_M,2,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,558.0,400.7718163014311,480.70079605336946,472.84475822772765,250.00900798592897,-0.0013063388324669157,-0.0013063388324669157,-0.0013063388324669157,-4.863258777772115E-4,0.5629701067575698,197.13008242427833,415.94906501565293,27.9695885509839,0.0,52.0,false,
R01_M_A,R01_20260614_011000_1_M,1,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,800.0,713.940217281035,1128.4665971077504,1010.3838146772791,482.0860150307279,2.370560649596701E-4,2.370560649596701E-4,2.370560649596701E-4,6.99343961732429E-4,0.5784024919449031,164.2335174912592,2109.7730449601713,12.622402934683809,40.5,29.0,true,
R01_M_A,R01_20260614_011000_1_M,1,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,997.0,815.6814874387255,1367.2038012719026,1162.5852125069944,565.3640548556081,-3.6883119615248826E-4,-3.6883119615248826E-4,-3.6883119615248826E-4,-0.0010019463132577952,0.5979789114386034,153.01004383519185,2852.187691482843,14.892156862745098,81.0,9.0,false,
R01_M_A,R01_20260614_011000_1_M,2,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,603.0,612.1989471233444,889.7293929435981,858.1824168475638,398.8079752058477,8.429433260718285E-4,8.429433260718285E-4,8.429433260718285E-4,0.002400634236722653,0.5588260724512027,175.45699114732656,1367.3583984375,10.352649006622517,0.0,49.0,false,
R01_M_A,R01_20260614_011000_1_M,2,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,778.5,796.4944367149039,1403.3495443010693,1040.5944872332857,543.776973331181,4.08957240540106E-5,4.08957240540106E-5,4.08957240540106E-5,7.41599136056017E-5,0.5734873314109767,155.36447121509855,3335.019042091164,13.013155861182742,1.0,34.5,true,
R01_M_A,R01_20260614_011000_1_M,1,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,955.0,897.8556528141361,1722.00055517177,1210.6340701252698,656.3471763956479,1.313189715761265E-4,1.313189715761265E-4,1.313189715761265E-4,-3.1857848525181597E-4,0.5893185031950321,145.45490971336363,3746.2361951897906,13.182198952879581,2.0,49.0,false,
R01_M_A,R01_20260614_011000_1_M,2,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,602.0,695.1332206156717,1084.6985334303686,870.5549043413015,431.2067702667141,-4.952752346810528E-5,-4.952752346810528E-5,-4.952752346810528E-5,4.6689831246301937E-4,0.5576561596269214,165.27403271683343,2923.8018889925374,12.844112769485903,0.0,20.0,false,
R01_M_A,R01_20260614_011000_1_M,3,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,817.0,740.8666847331506,1128.1848400856238,964.0993770133518,511.2456246262615,4.966362252857891E-4,4.966362252857891E-4,4.966362252857891E-4,6.909023785907296E-4,0.5766062006724986,164.89090001904725,2194.517302199307,18.422811059907833,6.0,24.0,true,
R01_M_A,R01_20260614_011000_1_M,1,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,1033.0,858.8443342192082,1323.2550164306033,1073.1389869921372,621.9367273071564,4.5342285478552083E-4,4.5342285478552083E-4,4.5342285478552083E-4,2.2702450462250428E-4,0.6036722823171488,160.25038766081423,2611.2218772910555,24.774193548387096,12.0,18.5,false,
R01_M_A,R01_20260614_011000_1_M,2,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,601.0,622.889035247093,933.1146637406446,855.0597670345664,400.5545219453666,5.398495957860574E-4,5.398495957860574E-4,5.398495957860574E-4,0.0011547802525589549,0.5495401190278484,169.53141237728025,1777.8127271075582,12.071428571428571,0.0,29.5,false,
R01_M_A,R01_20260614_011000_1_M,4,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,851.0,657.09634934582,947.1495729234557,872.7266039069107,461.8806776443068,1.4503624540721107E-5,1.4503624540721107E-5,1.4503624540721107E-5,8.010497068062833E-4,0.5692906147420701,171.1405697787967,1683.7990250314015,20.59521420192982,1.0,29.75,true,
R01_M_A,R01_20260614_011000_1_M,1,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,1067.0,797.1926802659325,1219.4065043287424,1112.6289648645738,582.5092423136654,-3.025866108447529E-4,-3.025866108447529E-4,-3.025866108447529E-4,3.4778758815219677E-4,0.6005482191927627,155.8644278294414,2336.645164597001,28.83036551077788,2.0,37.5,false,
R01_M_A,R01_20260614_011000_1_M,2,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,635.0,517.0000184257076,674.8926415181691,632.8242429492474,341.2521129749482,3.315938599261951E-4,3.315938599261951E-4,3.315938599261951E-4,0.00125431182546037,0.5380330102913775,186.416711728152,1030.952885465802,12.36006289308176,0.0,22.0,false,
R01_M_A,R01_20260614_011000_2_M,1,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,848.0,723.6768460784541,1029.7500983503396,910.1231052087182,458.0953902037043,-5.262801062927973E-4,-5.262801062927973E-4,-5.262801062927973E-4,-5.4208393796051845E-5,0.5728526231221791,169.0236489247387,2054.7277718937735,16.328387376954257,26.5,12.0,true,
R01_M_A,R01_20260614_011000_2_M,1,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,993.0,845.4639604896497,1249.1484965922405,1048.1472911621402,503.0817660373385,-0.0010787214806932182,-0.0010787214806932182,-0.0010787214806932182,-9.412447905012922E-4,0.5779995787382288,157.04029066571107,2964.7700413017515,19.952229299363058,53.0,9.0,false,
R01_M_A,R01_20260614_011000_2_M,2,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,703.0,601.8897316672585,810.3517001084386,772.0989192552962,413.1090143700701,2.6161268107623622E-5,2.6161268107623622E-5,2.6161268107623622E-5,8.328280029091885E-4,0.5677056675061294,181.00700718376632,1144.6855024857955,12.704545454545455,0.0,15.0,false,
R01_M_A,R01_20260614_011000_2_M,2,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,786.5,763.4215127268145,1302.6696929305408,961.5101257522579,546.7627844520578,6.319060196329233E-4,6.319060196329233E-4,6.319060196329233E-4,0.0013128825968925313,0.5797498836646897,164.70468260392272,2825.619824909436,16.022209763670865,10.5,23.5,true,
R01_M_A,R01_20260614_011000_2_M,1,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,954.0,861.328125,1637.8780639191016,1112.4149615924136,728.6148309749758,6.950789189331362E-4,6.950789189331362E-4,6.950789189331362E-4,5.288185816548393E-4,0.615889542686853,155.36507734309743,3574.3274774398396,21.1379679144385,21.0,13.0,false,
R01_M_A,R01_20260614_011000_2_M,2,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,619.0,665.514900453629,967.4613219419803,810.6052899121022,364.91073792913977,5.687331203327104E-4,5.687331203327104E-4,5.687331203327104E-4,0.0020969466121302234,0.5436102246425263,174.04428786474804,2076.912172379032,10.906451612903226,0.0,34.0,false,
R01_M_A,R01_20260614_011000_2_M,3,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,863.0,737.2214357646633,1314.9965981510277,1041.95392438059,509.7731118350982,1.8595111902194614E-4,1.8595111902194614E-4,1.8595111902194614E-4,3.6745101866001204E-4,0.5762491150038549,155.16471023980102,3152.5042338035237,13.493650085666143,1.0,23.5,true,
R01_M_A,R01_20260614_011000_2_M,1,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,1062.0,857.7189817266949,1570.582441738296,1145.1133765679338,714.3888252933859,3.990679477064999E-4,3.990679477064999E-4,3.990679477064999E-4,-3.8405374185442097E-4,0.6320863754882763,150.30254125436434,3663.6453919491523,13.343691148775894,2.0,33.5,false,
R01_M_A,R01_20260614_011000_2_M,2,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,664.0,616.7238898026316,1059.4107545637594,938.7944721932462,305.1573983768104,-2.7165709662607594E-5,-2.7165709662607594E-5,-2.7165709662607594E-5,0.001118955779174445,0.5204118545194336,160.0268792252377,2641.3630756578946,13.64360902255639,0.0,13.5,false,
R01_M_A,R01_20260614_011000_2_M,4,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,863.0,675.5202199357898,980.8058726764443,908.3654461966108,484.622363303036,-2.3433761430807147E-4,-2.3433761430807147E-4,-2.3433761430807147E-4,-7.136999499590859E-4,0.5811727693782884,169.52815619883506,1810.5781834828344,15.011900371919548,24.5,26.75,true,
R01_M_A,R01_20260614_011000_2_M,1,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,1090.0,824.372771602349,1236.7691756551983,1144.330533851123,617.4378882585598,-5.642730875922486E-4,-5.642730875922486E-4,-5.642730875922486E-4,-0.0019237713468933848,0.6144069434253043,156.33930091430494,2389.1326289848994,16.871524448705657,49.0,25.5,false,
R01_M_A,R01_20260614_011000_2_M,2,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,636.0,526.6676682692307,724.8425696976902,672.4003585420987,351.8068383475122,9.55978589761056E-5,9.55978589761056E-5,9.55978589761056E-5,4.96371446975213E-4,0.5479385953312724,182.71701148336518,1232.0237379807693,13.152276295133438,0.0,28.0,false,
R01_M_A,R01_20260614_011000_3_M,1,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,857.5,674.2553046192681,934.4037056883899,880.8154614337232,477.44276336010887,-7.390252929517023E-4,-7.390252929517023E-4,-7.390252929517023E-4,-0.0012162661804394426,0.5734325283891454,173.5274353693968,1523.5067842014716,15.140830280986043,21.5,33.25,true,
R01_M_A,R01_20260614_011000_3_M,1,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,1087.0,778.6509920386159,1040.190312858148,972.1011139888554,585.113306874842,-0.00202046877779123,-0.00202046877779123,-0.00202046877779123,-0.003266331728530639,0.6090152475170908,167.839985252104,1850.6027849172517,19.836509528585758,43.0,15.0,false,
R01_M_A,R01_20260614_011000_3_M,2,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,628.0,569.8596171999205,828.6170985186319,789.5298088785908,369.77221984537573,5.424181918878254E-4,5.424181918878254E-4,5.424181918878254E-4,8.337993676517535E-4,0.5378498092612,179.21488548668964,1196.4107834856916,10.445151033386328,0.0,51.5,false,
R01_M_A,R01_20260614_011000_3_M,2,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,793.0,770.9544098741158,1115.5543540757849,919.0361748563175,519.0955612004145,5.750655287967819E-4,5.750655287967819E-4,5.750655287967819E-4,0.0015447290481376962,0.5744664818283538,168.19161052093943,2187.9661849782437,14.695743803850654,2.5,37.25,true,
R01_M_A,R01_20260614_011000_3_M,1,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,955.0,874.3113798253677,1430.7377167811228,1067.4475855237854,689.7506362164082,6.128808845630725E-5,6.128808845630725E-5,6.128808845630725E-5,-1.2188879339501464E-4,0.607800640066299,154.71490737123145,3199.98779296875,18.592436974789916,5.0,45.0,false,
R01_M_A,R01_20260614_011000_3_M,2,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,631.0,667.5974399228639,800.3709913704467,770.6247641888498,348.44048618442076,0.0010888429691372566,0.0010888429691372566,0.0010888429691372566,0.003211346889670407,0.5411323235904086,181.6683136706474,1175.9445769877373,10.799050632911392,0.0,29.5,false,
R01_M_A,R01_20260614_011000_3_M,3,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,832.5,734.2042687821062,1214.9478516538718,964.3162131203098,554.091338788465,8.537624925984768E-5,8.537624925984768E-5,8.537624925984768E-5,6.483268875638901E-4,0.5849632718180321,162.97302943151487,2576.9049657534247,16.37621245639411,1.0,26.0,true,
R01_M_A,R01_20260614_011000_3_M,1,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,1022.0,857.7884203767123,1569.0103784326463,1126.5303732465472,736.8025143530799,-1.966680032194738E-4,-1.966680032194738E-4,-1.966680032194738E-4,3.424335733974663E-4,0.6182540888485685,151.45334151239308,3683.3997752568494,20.6545988258317,2.0,29.5,false,
R01_M_A,R01_20260614_011000_3_M,2,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,643.0,610.6201171875,860.8853248750972,802.1020529940724,371.3801632238502,3.674205017391692E-4,3.674205017391692E-4,3.674205017391692E-4,9.542202017303139E-4,0.5516724547874957,174.4927173506367,1470.41015625,12.097826086956522,0.0,22.5,false,
R01_M_A,R01_20260614_011000_3_M,4,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,849.5,667.6045414878962,964.7223437784619,894.2516980449806,480.5784380342765,-4.23712917395839E-4,-4.23712917395839E-4,-4.23712917395839E-4,-3.954901119406943E-5,0.5756956428499698,172.07536607638377,1655.6634302839275,31.67780501176174,1.0,40.0,true,
R01_M_A,R01_20260614_011000_3_M,1,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,1103.0,814.0839259406165,1242.3536627659787,1138.335355778673,629.0925541480143,-8.656219640280714E-4,-8.656219640280714E-4,-8.656219640280714E-4,-8.639602691075341E-4,0.6209435304536414,157.20419653322315,2382.044707615594,51.34723481414325,2.0,41.0,false,
R01_M_A,R01_20260614_011000_3_M,2,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,596.0,521.1251570351759,687.0910247909451,650.1680403112882,332.0643219205387,1.819612923639336E-5,1.819612923639336E-5,1.819612923639336E-5,7.848622467193952E-4,0.5304477552462983,186.9465356195444,929.2821529522613,12.008375209380235,0.0,39.0,false,
R03_M_A,R03_20260614_002000_3_M,1,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,810.5,828.2624635998413,911.4615269784348,899.9998254280424,580.8119266292963,-4.940592604353537E-4,-4.940592604353537E-4,-4.940592604353537E-4,-2.1506368993854107E-4,0.6175038676334521,185.60855337813769,1018.3905011107444,19.2392371699243,13.0,37.5,true,
R03_M_A,R03_20260614_002000_3_M,1,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,1068.0,897.4989513422819,991.7477414068305,974.5687159812569,850.2464852171739,4.392935369793698E-4,4.392935369793698E-4,4.392935369793698E-4,-2.700466746993947E-4,0.7095981621399899,188.90157835918882,1042.6777474832215,19.202301054650047,26.0,31.0,false,
R03_M_A,R03_20260614_002000_3_M,2,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,553.0,759.0259758574007,831.175312550039,825.430934874828,311.3773680414186,-0.001427412057850077,-0.001427412057850077,-0.001427412057850077,-1.6008070517768748E-4,0.5254095731269142,182.31552839708655,994.1032547382672,19.276173285198556,0.0,44.0,false,
R03_M_A,R03_20260614_002000_3_M,2,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,837.5,820.0777280614524,972.7413496937602,943.0247598278165,594.9527118109838,-4.3765410915284355E-4,-4.3765410915284355E-4,-4.3765410915284355E-4,9.639733672492277E-4,0.6148895374926397,182.04129529223826,1139.5211775965354,16.063905741668865,1.0,38.75,true,
R03_M_A,R03_20260614_002000_3_M,1,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,1115.0,877.4731992713005,1056.1235337074013,1012.5998040513961,840.955415806447,4.8980193304755E-4,4.8980193304755E-4,4.8980193304755E-4,0.0017611845226385592,0.6976420184021606,184.1646020967777,1245.2950707679372,18.343497757847533,2.0,42.0,false,
R03_M_A,R03_20260614_002000_3_M,2,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,560.0,762.6822568516043,889.3591656801192,873.4497156042371,348.95000781552056,-0.0013651101513532371,-0.0013651101513532371,-0.0013651101513532371,1.667622118598961E-4,0.5321370565831189,179.91798848769878,1033.7472844251338,13.784313725490197,0.0,35.5,false,
R03_M_A,R03_20260614_002000_3_M,3,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,875.5,740.7879279641544,947.2788311573745,915.0527448834457,581.296491314191,1.759552466617766E-4,1.759552466617766E-4,1.759552466617766E-4,-4.922794287866105E-5,0.6136101760396695,182.61281848993406,899.2534654712246,13.53721091000503,4.5,61.25,true,
R03_M_A,R03_20260614_002000_3_M,1,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,1232.0,817.2765395220588,1040.061585483987,996.9749062607668,753.6716763391411,0.0017849203070288604,0.0017849203070288604,0.0017849203070288604,5.921141216761898E-4,0.6784594977565527,184.05156983688187,915.2315027573529,18.12826797385621,9.0,55.5,false,
R03_M_A,R03_20260614_002000_3_M,2,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,519.0,664.29931640625,854.4960768307618,833.1305835061246,408.921306289241,-0.0014330098137053072,-0.0014330098137053072,-0.0014330098137053072,-6.905700074335119E-4,0.5487608543227863,181.17406714298625,883.2754281850962,8.946153846153846,0.0,67.0,false,
R03_M_A,R03_20260614_002000_1_M,1,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,734.5,980.450600522545,1029.6090322576101,1045.6619140080293,572.7387299989698,-0.002540592861592781,-0.002540592861592781,-0.002540592861592781,-0.0012369576117822357,0.5904186518763734,175.8062953593024,1268.4754550830307,9.959795798538622,1.0,32.25,true,
R03_M_A,R03_20260614_002000_1_M,1,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,958.0,1068.7032106276095,1100.1393776016503,1115.2576744611674,625.0664948619723,-0.0013755538326147981,-0.0013755538326147981,-0.0013755538326147981,-0.0010770741991519995,0.6016453646524875,173.6265574135037,1387.7003074438935,10.903966597077245,2.0,19.0,false,
R03_M_A,R03_20260614_002000_1_M,2,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,511.0,892.1979904174805,959.0786869135699,976.0661535548911,520.4109651359672,-0.003705631890570764,-0.003705631890570764,-0.003705631890570764,-0.0013968410244124718,0.5791919391002595,177.98603330510107,1149.250602722168,9.015625,0.0,45.5,false,
R03_M_A,R03_20260614_002000_1_M,2,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,785.5,798.9042865524232,864.6501638808015,857.6587554184082,535.5281411298529,3.913406039998136E-4,3.913406039998136E-4,3.913406039998136E-4,5.055312950348783E-4,0.5865883971259525,185.07170259769703,981.2157457377673,19.53885980082948,1.0,43.25,true,
R03_M_A,R03_20260614_002000_1_M,1,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,1051.0,850.3873728889154,928.0543778425878,914.1750778503301,709.3009646349142,0.001017163589622266,0.001017163589622266,0.001017163589622266,8.730810580299078E-4,0.6486093509004561,185.13453796232446,1060.3514695825404,27.446241674595623,2.0,42.0,false,
R03_M_A,R03_20260614_002000_1_M,2,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,520.0,747.4212002159309,801.2459499190154,801.1424329864864,361.75531762479164,-2.3448238162263868E-4,-2.3448238162263868E-4,-2.3448238162263868E-4,1.379815320398489E-4,0.5245674433514488,185.00886723306957,902.0800218929943,11.63147792706334,0.0,44.5,false,
R03_M_A,R03_20260614_002000_1_M,3,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,844.5,777.6845033085461,904.8447908523674,890.3241837002638,586.7673351333389,-2.269305452871116E-4,-2.269305452871116E-4,-2.269305452871116E-4,7.672835533870841E-7,0.5956906388008936,183.12178551335677,1041.391539814354,11.88695837027589,1.0,32.75,true,
R03_M_A,R03_20260614_002000_1_M,1,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,1213.0,851.1384641642621,984.9819551351832,966.619962005965,740.1392620335328,2.3884420894048773E-4,2.3884420894048773E-4,2.3884420894048773E-4,4.479920043492707E-4,0.6334998879516394,182.80089775759572,1174.6868237324813,15.956306677658697,2.0,47.5,false,
R03_M_A,R03_20260614_002000_1_M,2,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,476.0,704.2305424528302,824.7076265695517,814.0284053945625,433.395408233145,-6.927052995147109E-4,-6.927052995147109E-4,-6.927052995147109E-4,-4.4645743724249653E-4,0.5578813896501477,183.44267326911785,908.0962558962265,7.817610062893082,0.0,18.0,false,
R03_M_A,R03_20260614_002000_2_M,1,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,791.5,688.5381780544717,963.2459339712261,917.8354498301919,497.4614925403429,3.9517655165462846E-4,3.9517655165462846E-4,3.9517655165462846E-4,2.233156625390686E-4,0.5774510329205313,175.27893041689467,1581.732674820514,12.81306303735829,27.5,17.25,true,
R03_M_A,R03_20260614_002000_2_M,1,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,1064.0,728.6784820103858,971.8150433830505,926.8892909375429,641.0017277050275,0.0012701756770206653,0.0012701756770206653,0.0012701756770206653,9.256775275987627E-4,0.619142786773592,177.0700188070916,1668.8125927299702,17.247279920870426,55.0,-3.0,false,
R03_M_A,R03_20260614_002000_2_M,2,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,519.0,648.3978740985577,954.6768245594019,908.781608722841,353.9212573756582,-4.7982257371140843E-4,-4.7982257371140843E-4,-4.7982257371140843E-4,-4.790462025206255E-4,0.5357592790674706,173.48784202669773,1494.6527569110576,8.378846153846155,0.0,37.5,false,
R03_M_A,R03_20260614_002000_2_M,2,1.0,5.0,8000,0,50.0,0.0,50,0.0,43.06640625,781.0,679.069480703735,1014.8833631001883,949.4877396585393,522.0584530701077,-0.0024579147121270364,-0.0024579147121270364,-0.0024579147121270364,-9.808001240791502E-4,0.5906337021969985,171.57225019179486,1778.3804780348783,13.518887533617015,3.5,43.0,true,
